PAYMENTS_ID,LOAN_ID,DUE_DATE,PAID_DATE,AMOUNT_PAID,STATUS
PAY14369,LOAN20152,01-12-2024,26-11-2024,50134.84,Paid
PAY14370,LOAN20152,01-01-2025,22-12-2024,50134.84,Paid
PAY14371,LOAN20152,01-02-2025,28-01-2025,50134.84,Paid
PAY14372,LOAN20152,01-03-2025,25-02-2025,50134.84,Paid
PAY14373,LOAN20152,01-04-2025,29-03-2025,50134.84,Paid
PAY14374,LOAN20152,01-05-2025,21-04-2025,50134.84,Paid
PAY14375,LOAN20152,01-06-2025,25-05-2025,50134.84,Paid
PAY14796,LOAN20153,01-07-2022,26-06-2022,93695.99,Paid
PAY14797,LOAN20153,01-08-2022,01-08-2022,93695.99,Paid
PAY14798,LOAN20153,01-09-2022,28-08-2022,93695.99,Paid
PAY14799,LOAN20153,01-10-2022,23-09-2022,93695.99,Paid
PAY14800,LOAN20153,01-11-2022,31-10-2022,93695.99,Paid
PAY14801,LOAN20153,01-12-2022,28-11-2022,93695.99,Paid
PAY14802,LOAN20153,01-01-2023,22-12-2022,93695.99,Paid
PAY14803,LOAN20153,01-02-2023,02-02-2023,93695.99,Paid
PAY14804,LOAN20153,01-03-2023,24-02-2023,93695.99,Paid
PAY14805,LOAN20153,01-04-2023,26-03-2023,93695.99,Paid
PAY14806,LOAN20153,01-05-2023,29-04-2023,93695.99,Paid
PAY14807,LOAN20153,01-06-2023,26-05-2023,93695.99,Paid
PAY14808,LOAN20153,01-07-2023,22-06-2023,93695.99,Paid
PAY14809,LOAN20153,01-08-2023,26-07-2023,93695.99,Paid
PAY14810,LOAN20153,01-09-2023,22-08-2023,93695.99,Paid
PAY14811,LOAN20153,01-10-2023,23-09-2023,93695.99,Paid
PAY14812,LOAN20153,01-11-2023,31-10-2023,93695.99,Paid
PAY14813,LOAN20153,01-12-2023,27-11-2023,93695.99,Paid
PAY14814,LOAN20153,01-01-2024,26-12-2023,93695.99,Paid
PAY14815,LOAN20153,01-02-2024,23-01-2024,93695.99,Paid
PAY14816,LOAN20153,01-03-2024,24-02-2024,93695.99,Paid
PAY14817,LOAN20153,01-04-2024,26-03-2024,93695.99,Paid
PAY14818,LOAN20153,01-05-2024,27-04-2024,93695.99,Paid
PAY14819,LOAN20153,01-06-2024,28-05-2024,93695.99,Paid
PAY14820,LOAN20153,01-07-2024,28-06-2024,93695.99,Paid
PAY14821,LOAN20153,01-08-2024,23-07-2024,93695.99,Paid
PAY14822,LOAN20153,01-09-2024,27-08-2024,93695.99,Paid
PAY14823,LOAN20153,01-10-2024,21-09-2024,93695.99,Paid
PAY14824,LOAN20153,01-11-2024,28-10-2024,93695.99,Paid
PAY14825,LOAN20153,01-12-2024,23-11-2024,93695.99,Paid
PAY14826,LOAN20153,01-01-2025,27-12-2024,93695.99,Paid
PAY01859,LOAN20154,01-08-2022,,0,Skipped
PAY01860,LOAN20154,01-09-2022,07-09-2022,64402.11,Bounced
PAY01861,LOAN20154,01-10-2022,03-10-2022,64402.11,Paid
PAY01862,LOAN20154,01-11-2022,,0,Skipped
PAY01863,LOAN20154,01-12-2022,,0,Skipped
PAY01864,LOAN20154,01-01-2023,07-01-2023,64402.11,Bounced
PAY01865,LOAN20154,01-02-2023,07-02-2023,64402.11,Bounced
PAY01866,LOAN20154,01-03-2023,07-03-2023,47454.35687,Partial
PAY01867,LOAN20154,01-04-2023,,0,Skipped
PAY01868,LOAN20154,01-05-2023,,0,Skipped
PAY01869,LOAN20154,01-06-2023,,0,Skipped
PAY01870,LOAN20154,01-07-2023,06-07-2023,64402.11,Bounced
PAY01871,LOAN20154,01-08-2023,,0,Skipped
PAY01872,LOAN20154,01-09-2023,,0,Skipped
PAY01873,LOAN20154,01-10-2023,11-10-2023,64402.11,Late
PAY01874,LOAN20154,01-11-2023,,0,Skipped
PAY01875,LOAN20154,01-12-2023,01-12-2023,64402.11,Bounced
PAY01876,LOAN20154,01-01-2024,29-12-2023,64402.11,Paid
PAY01877,LOAN20154,01-02-2024,,0,Skipped
PAY01878,LOAN20154,01-03-2024,26-04-2024,64402.11,Late
PAY01879,LOAN20154,01-04-2024,06-04-2024,64402.11,Bounced
PAY01880,LOAN20154,01-05-2024,01-05-2024,64402.11,Bounced
PAY01881,LOAN20154,01-06-2024,13-07-2024,64402.11,Late
PAY01882,LOAN20154,01-07-2024,10-07-2024,20115.14384,Partial
PAY01883,LOAN20154,01-08-2024,,0,Skipped
PAY01884,LOAN20154,01-09-2024,,0,Skipped
PAY01885,LOAN20154,01-10-2024,,0,Skipped
PAY01886,LOAN20154,01-11-2024,,0,Skipped
PAY01887,LOAN20154,01-12-2024,,0,Skipped
PAY01888,LOAN20154,01-01-2025,07-01-2025,40655.0935,Partial
PAY01889,LOAN20154,01-02-2025,30-01-2025,64402.11,Paid
PAY01890,LOAN20154,01-03-2025,04-03-2025,28100.95028,Partial
PAY01891,LOAN20154,01-04-2025,31-03-2025,64402.11,Paid
PAY01892,LOAN20154,01-05-2025,05-05-2025,39200.90892,Partial
PAY01893,LOAN20154,01-06-2025,01-06-2025,64402.11,Bounced
PAY08414,LOAN20155,01-02-2023,29-01-2023,70029.27,Paid
PAY08415,LOAN20155,01-03-2023,22-02-2023,70029.27,Paid
PAY08416,LOAN20155,01-04-2023,22-03-2023,70029.27,Paid
PAY08417,LOAN20155,01-05-2023,23-04-2023,70029.27,Paid
PAY08418,LOAN20155,01-06-2023,31-05-2023,70029.27,Paid
PAY08419,LOAN20155,01-07-2023,26-06-2023,70029.27,Paid
PAY08420,LOAN20155,01-08-2023,29-07-2023,70029.27,Paid
PAY08421,LOAN20155,01-09-2023,25-08-2023,70029.27,Paid
PAY08422,LOAN20155,01-10-2023,22-09-2023,70029.27,Paid
PAY08423,LOAN20155,01-11-2023,24-10-2023,70029.27,Paid
PAY08424,LOAN20155,01-12-2023,23-11-2023,70029.27,Paid
PAY08425,LOAN20155,01-01-2024,23-12-2023,70029.27,Paid
PAY08426,LOAN20155,01-02-2024,27-01-2024,70029.27,Paid
PAY08427,LOAN20155,01-03-2024,21-02-2024,70029.27,Paid
PAY08428,LOAN20155,01-04-2024,25-03-2024,70029.27,Paid
PAY08429,LOAN20155,01-05-2024,25-04-2024,70029.27,Paid
PAY08430,LOAN20155,01-06-2024,23-05-2024,70029.27,Paid
PAY08431,LOAN20155,01-07-2024,29-06-2024,70029.27,Paid
PAY08432,LOAN20155,01-08-2024,25-07-2024,70029.27,Paid
PAY08433,LOAN20155,01-09-2024,23-08-2024,70029.27,Paid
PAY08434,LOAN20155,01-10-2024,27-09-2024,70029.27,Paid
PAY08435,LOAN20155,01-11-2024,27-10-2024,70029.27,Paid
PAY08436,LOAN20155,01-12-2024,30-11-2024,70029.27,Paid
PAY08437,LOAN20155,01-01-2025,31-12-2024,70029.27,Paid
PAY08438,LOAN20155,01-02-2025,26-01-2025,70029.27,Paid
PAY08439,LOAN20155,01-03-2025,23-02-2025,70029.27,Paid
PAY08440,LOAN20155,01-04-2025,30-03-2025,70029.27,Paid
PAY08441,LOAN20155,01-05-2025,29-04-2025,70029.27,Paid
PAY08442,LOAN20155,01-06-2025,22-05-2025,70029.27,Paid
PAY05000,LOAN20160,01-01-2025,27-12-2024,46040.22,Paid
PAY05001,LOAN20160,01-02-2025,02-02-2025,46040.22,Paid
PAY05002,LOAN20160,01-03-2025,21-02-2025,46040.22,Paid
PAY05003,LOAN20160,01-04-2025,28-03-2025,46040.22,Paid
PAY05004,LOAN20160,01-05-2025,29-04-2025,46040.22,Paid
PAY05005,LOAN20160,01-06-2025,25-05-2025,46040.22,Paid
PAY10331,LOAN20161,01-12-2024,02-12-2024,53653.50547,Partial
PAY10332,LOAN20161,01-01-2025,14-02-2025,83549.79,Late
PAY10333,LOAN20161,01-02-2025,,0,Skipped
PAY10334,LOAN20161,01-03-2025,07-04-2025,83549.79,Late
PAY10335,LOAN20161,01-04-2025,,0,Skipped
PAY10336,LOAN20161,01-05-2025,22-05-2025,83549.79,Late
PAY10337,LOAN20161,01-06-2025,04-08-2025,83549.79,Late
PAY13214,LOAN20164,01-02-2025,23-01-2025,99799.07,Paid
PAY13215,LOAN20164,01-03-2025,22-02-2025,99799.07,Paid
PAY13216,LOAN20164,01-04-2025,25-03-2025,99799.07,Paid
PAY13217,LOAN20164,01-05-2025,26-04-2025,99799.07,Paid
PAY13218,LOAN20164,01-06-2025,25-05-2025,99799.07,Paid
PAY16637,LOAN20165,01-09-2023,22-08-2023,63855.17,Paid
PAY16638,LOAN20165,01-10-2023,22-09-2023,63855.17,Paid
PAY16639,LOAN20165,01-11-2023,22-10-2023,63855.17,Paid
PAY16640,LOAN20165,01-12-2023,22-11-2023,63855.17,Paid
PAY16641,LOAN20165,01-01-2024,30-12-2023,63855.17,Paid
PAY16642,LOAN20165,01-02-2024,30-01-2024,63855.17,Paid
PAY16643,LOAN20165,01-03-2024,28-02-2024,63855.17,Paid
PAY16644,LOAN20165,01-04-2024,30-03-2024,63855.17,Paid
PAY16645,LOAN20165,01-05-2024,30-04-2024,63855.17,Paid
PAY16646,LOAN20165,01-06-2024,28-05-2024,63855.17,Paid
PAY16647,LOAN20165,01-07-2024,21-06-2024,63855.17,Paid
PAY16648,LOAN20165,01-08-2024,30-07-2024,63855.17,Paid
PAY16649,LOAN20165,01-09-2024,26-08-2024,63855.17,Paid
PAY16650,LOAN20165,01-10-2024,26-09-2024,63855.17,Paid
PAY16651,LOAN20165,01-11-2024,29-10-2024,63855.17,Paid
PAY16652,LOAN20165,01-12-2024,28-11-2024,63855.17,Paid
PAY16653,LOAN20165,01-01-2025,26-12-2024,63855.17,Paid
PAY16654,LOAN20165,01-02-2025,30-01-2025,63855.17,Paid
PAY16655,LOAN20165,01-03-2025,19-02-2025,63855.17,Paid
PAY16656,LOAN20165,01-04-2025,29-03-2025,63855.17,Paid
PAY16657,LOAN20165,01-05-2025,26-04-2025,63855.17,Paid
PAY16658,LOAN20165,01-06-2025,28-05-2025,63855.17,Paid
PAY09474,LOAN20168,01-05-2022,09-07-2022,21135.09,Late
PAY09475,LOAN20168,01-06-2022,06-06-2022,21135.09,Late
PAY09476,LOAN20168,01-07-2022,02-09-2022,21135.09,Late
PAY09477,LOAN20168,01-08-2022,01-08-2022,21135.09,Bounced
PAY09478,LOAN20168,01-09-2022,01-09-2022,21135.09,Bounced
PAY09479,LOAN20168,01-10-2022,06-10-2022,21135.09,Bounced
PAY09480,LOAN20168,01-11-2022,02-11-2022,21135.09,Paid
PAY09481,LOAN20168,01-12-2022,03-02-2023,21135.09,Late
PAY09482,LOAN20168,01-01-2023,,0,Skipped
PAY09483,LOAN20168,01-02-2023,03-02-2023,6462.755107,Partial
PAY09484,LOAN20168,01-03-2023,,0,Skipped
PAY09485,LOAN20168,01-04-2023,14-04-2023,18717.63349,Partial
PAY09486,LOAN20168,01-05-2023,10-06-2023,21135.09,Late
PAY09487,LOAN20168,01-06-2023,22-06-2023,21135.09,Late
PAY09488,LOAN20168,01-07-2023,27-08-2023,21135.09,Late
PAY09489,LOAN20168,01-08-2023,10-08-2023,14355.16921,Partial
PAY09490,LOAN20168,01-09-2023,01-09-2023,21135.09,Bounced
PAY09491,LOAN20168,01-10-2023,27-09-2023,21135.09,Paid
PAY09492,LOAN20168,01-11-2023,,0,Skipped
PAY09493,LOAN20168,01-12-2023,12-12-2023,11676.68314,Partial
PAY09494,LOAN20168,01-01-2024,19-02-2024,21135.09,Late
PAY09495,LOAN20168,01-02-2024,05-02-2024,21135.09,Bounced
PAY09496,LOAN20168,01-03-2024,13-03-2024,7975.314195,Partial
PAY09497,LOAN20168,01-04-2024,31-03-2024,21135.09,Paid
PAY09498,LOAN20168,01-05-2024,06-07-2024,21135.09,Late
PAY09499,LOAN20168,01-06-2024,,0,Skipped
PAY09500,LOAN20168,01-07-2024,01-07-2024,21135.09,Bounced
PAY09501,LOAN20168,01-08-2024,,0,Skipped
PAY09502,LOAN20168,01-09-2024,07-09-2024,21135.09,Bounced
PAY09503,LOAN20168,01-10-2024,06-10-2024,11681.78975,Partial
PAY09504,LOAN20168,01-11-2024,05-11-2024,21135.09,Bounced
PAY09505,LOAN20168,01-12-2024,28-02-2025,21135.09,Late
PAY09506,LOAN20168,01-01-2025,10-01-2025,9162.651628,Partial
PAY09507,LOAN20168,01-02-2025,02-02-2025,21135.09,Bounced
PAY09508,LOAN20168,01-03-2025,08-04-2025,21135.09,Late
PAY09509,LOAN20168,01-04-2025,12-04-2025,13019.16853,Partial
PAY09510,LOAN20168,01-05-2025,,0,Skipped
PAY09511,LOAN20168,01-06-2025,08-07-2025,21135.09,Late
PAY14995,LOAN20169,01-02-2024,15-03-2024,25718.12,Late
PAY14996,LOAN20169,01-03-2024,,0,Skipped
PAY14997,LOAN20169,01-04-2024,04-04-2024,25718.12,Bounced
PAY14998,LOAN20169,01-05-2024,03-05-2024,25718.12,Paid
PAY14999,LOAN20169,01-06-2024,12-06-2024,10179.56542,Partial
PAY15000,LOAN20169,01-07-2024,06-07-2024,25718.12,Late
PAY15001,LOAN20169,01-08-2024,06-10-2024,25718.12,Late
PAY15002,LOAN20169,01-09-2024,06-09-2024,25718.12,Bounced
PAY15003,LOAN20169,01-10-2024,04-10-2024,25718.12,Bounced
PAY15004,LOAN20169,01-11-2024,05-11-2024,13598.64561,Partial
PAY15005,LOAN20169,01-12-2024,,0,Skipped
PAY15006,LOAN20169,01-01-2025,08-01-2025,14125.29468,Partial
PAY15007,LOAN20169,01-02-2025,04-02-2025,25718.12,Bounced
PAY15008,LOAN20169,01-03-2025,08-03-2025,10670.4977,Partial
PAY15009,LOAN20169,01-04-2025,12-04-2025,25718.12,Late
PAY15010,LOAN20169,01-05-2025,,0,Skipped
PAY15011,LOAN20169,01-06-2025,04-08-2025,25718.12,Late
PAY02609,LOAN20170,01-09-2022,27-08-2022,63167.97,Paid
PAY02610,LOAN20170,01-10-2022,25-09-2022,63167.97,Paid
PAY02611,LOAN20170,01-11-2022,24-10-2022,63167.97,Paid
PAY02612,LOAN20170,01-12-2022,30-11-2022,63167.97,Paid
PAY02613,LOAN20170,01-01-2023,27-12-2022,63167.97,Paid
PAY02614,LOAN20170,01-02-2023,25-01-2023,63167.97,Paid
PAY02615,LOAN20170,01-03-2023,21-02-2023,63167.97,Paid
PAY02616,LOAN20170,01-04-2023,23-03-2023,63167.97,Paid
PAY02617,LOAN20170,01-05-2023,30-04-2023,63167.97,Paid
PAY02618,LOAN20170,01-06-2023,24-05-2023,63167.97,Paid
PAY02619,LOAN20170,01-07-2023,22-06-2023,63167.97,Paid
PAY02620,LOAN20170,01-08-2023,25-07-2023,63167.97,Paid
PAY02621,LOAN20170,01-09-2023,23-08-2023,63167.97,Paid
PAY02622,LOAN20170,01-10-2023,29-09-2023,63167.97,Paid
PAY02623,LOAN20170,01-11-2023,27-10-2023,63167.97,Paid
PAY02624,LOAN20170,01-12-2023,29-11-2023,63167.97,Paid
PAY02625,LOAN20170,01-01-2024,27-12-2023,63167.97,Paid
PAY02626,LOAN20170,01-02-2024,31-01-2024,63167.97,Paid
PAY02627,LOAN20170,01-03-2024,22-02-2024,63167.97,Paid
PAY02628,LOAN20170,01-04-2024,28-03-2024,63167.97,Paid
PAY02629,LOAN20170,01-05-2024,24-04-2024,63167.97,Paid
PAY02630,LOAN20170,01-06-2024,25-05-2024,63167.97,Paid
PAY02631,LOAN20170,01-07-2024,23-06-2024,63167.97,Paid
PAY02632,LOAN20170,01-08-2024,26-07-2024,63167.97,Paid
PAY02633,LOAN20170,01-09-2024,29-08-2024,63167.97,Paid
PAY02634,LOAN20170,01-10-2024,30-09-2024,63167.97,Paid
PAY02635,LOAN20170,01-11-2024,27-10-2024,63167.97,Paid
PAY02636,LOAN20170,01-12-2024,21-11-2024,63167.97,Paid
PAY02637,LOAN20170,01-01-2025,22-12-2024,63167.97,Paid
PAY02638,LOAN20170,01-02-2025,31-01-2025,63167.97,Paid
PAY02639,LOAN20170,01-03-2025,20-02-2025,63167.97,Paid
PAY02640,LOAN20170,01-04-2025,29-03-2025,63167.97,Paid
PAY02641,LOAN20170,01-05-2025,30-04-2025,63167.97,Paid
PAY02642,LOAN20170,01-06-2025,28-05-2025,63167.97,Paid
PAY14604,LOAN20173,01-01-2025,25-12-2024,12325.77,Paid
PAY14605,LOAN20173,01-02-2025,26-01-2025,12325.77,Paid
PAY14606,LOAN20173,01-03-2025,21-02-2025,12325.77,Paid
PAY14607,LOAN20173,01-04-2025,01-04-2025,12325.77,Paid
PAY14608,LOAN20173,01-05-2025,26-04-2025,12325.77,Paid
PAY14609,LOAN20173,01-06-2025,28-05-2025,12325.77,Paid
PAY08229,LOAN20177,01-12-2021,22-11-2021,41459.68,Paid
PAY08230,LOAN20177,01-01-2022,29-12-2021,41459.68,Paid
PAY08231,LOAN20177,01-02-2022,30-01-2022,41459.68,Paid
PAY08232,LOAN20177,01-03-2022,24-02-2022,41459.68,Paid
PAY08233,LOAN20177,01-04-2022,26-03-2022,41459.68,Paid
PAY08234,LOAN20177,01-05-2022,02-05-2022,41459.68,Paid
PAY08235,LOAN20177,01-06-2022,29-05-2022,41459.68,Paid
PAY08236,LOAN20177,01-07-2022,27-06-2022,41459.68,Paid
PAY08237,LOAN20177,01-08-2022,27-07-2022,41459.68,Paid
PAY08238,LOAN20177,01-09-2022,02-09-2022,41459.68,Paid
PAY08239,LOAN20177,01-10-2022,01-10-2022,41459.68,Paid
PAY08240,LOAN20177,01-11-2022,26-10-2022,41459.68,Paid
PAY08241,LOAN20177,01-12-2022,23-11-2022,41459.68,Paid
PAY08242,LOAN20177,01-01-2023,22-12-2022,41459.68,Paid
PAY08243,LOAN20177,01-02-2023,22-01-2023,41459.68,Paid
PAY08244,LOAN20177,01-03-2023,22-02-2023,41459.68,Paid
PAY08245,LOAN20177,01-04-2023,26-03-2023,41459.68,Paid
PAY08246,LOAN20177,01-05-2023,26-04-2023,41459.68,Paid
PAY08247,LOAN20177,01-06-2023,29-05-2023,41459.68,Paid
PAY08248,LOAN20177,01-07-2023,22-06-2023,41459.68,Paid
PAY08249,LOAN20177,01-08-2023,23-07-2023,41459.68,Paid
PAY08250,LOAN20177,01-09-2023,27-08-2023,41459.68,Paid
PAY08251,LOAN20177,01-10-2023,25-09-2023,41459.68,Paid
PAY08252,LOAN20177,01-11-2023,01-11-2023,41459.68,Paid
PAY08253,LOAN20177,01-12-2023,24-11-2023,41459.68,Paid
PAY08254,LOAN20177,01-01-2024,26-12-2023,41459.68,Paid
PAY08255,LOAN20177,01-02-2024,01-02-2024,41459.68,Paid
PAY08256,LOAN20177,01-03-2024,27-02-2024,41459.68,Paid
PAY08257,LOAN20177,01-04-2024,28-03-2024,41459.68,Paid
PAY08258,LOAN20177,01-05-2024,01-05-2024,41459.68,Paid
PAY08259,LOAN20177,01-06-2024,01-06-2024,41459.68,Paid
PAY08260,LOAN20177,01-07-2024,29-06-2024,41459.68,Paid
PAY08261,LOAN20177,01-08-2024,30-07-2024,41459.68,Paid
PAY08262,LOAN20177,01-09-2024,29-08-2024,41459.68,Paid
PAY08263,LOAN20177,01-10-2024,05-10-2024,41459.68,Late
PAY08264,LOAN20177,01-11-2024,30-10-2024,41459.68,Paid
PAY08265,LOAN20177,01-12-2024,25-11-2024,41459.68,Paid
PAY08266,LOAN20177,01-01-2025,27-12-2024,41459.68,Paid
PAY08267,LOAN20177,01-02-2025,23-01-2025,41459.68,Paid
PAY08268,LOAN20177,01-03-2025,22-02-2025,41459.68,Paid
PAY08269,LOAN20177,01-04-2025,25-03-2025,41459.68,Paid
PAY08270,LOAN20177,01-05-2025,02-05-2025,41459.68,Paid
PAY08271,LOAN20177,01-06-2025,01-06-2025,41459.68,Paid
PAY11084,LOAN20180,01-05-2024,25-04-2024,44845.78,Paid
PAY11085,LOAN20180,01-06-2024,22-05-2024,44845.78,Paid
PAY11086,LOAN20180,01-07-2024,24-06-2024,44845.78,Paid
PAY11087,LOAN20180,01-08-2024,24-07-2024,44845.78,Paid
PAY11088,LOAN20180,01-09-2024,26-08-2024,44845.78,Paid
PAY11089,LOAN20180,01-10-2024,25-09-2024,44845.78,Paid
PAY11090,LOAN20180,01-11-2024,27-10-2024,44845.78,Paid
PAY11091,LOAN20180,01-12-2024,21-11-2024,44845.78,Paid
PAY11092,LOAN20180,01-01-2025,27-12-2024,44845.78,Paid
PAY11093,LOAN20180,01-02-2025,30-01-2025,44845.78,Paid
PAY11094,LOAN20180,01-03-2025,25-02-2025,44845.78,Paid
PAY11095,LOAN20180,01-04-2025,22-03-2025,44845.78,Paid
PAY11096,LOAN20180,01-05-2025,29-04-2025,44845.78,Paid
PAY11097,LOAN20180,01-06-2025,30-05-2025,44845.78,Paid
PAY12671,LOAN20182,01-01-2025,05-01-2025,18466.48,Bounced
PAY12672,LOAN20182,01-02-2025,,0,Skipped
PAY12673,LOAN20182,01-03-2025,28-05-2025,18466.48,Late
PAY12674,LOAN20182,01-04-2025,01-04-2025,13272.8615,Partial
PAY12675,LOAN20182,01-05-2025,,0,Skipped
PAY12676,LOAN20182,01-06-2025,04-06-2025,10242.36314,Partial
PAY09512,LOAN20183,01-04-2023,29-03-2023,4367.68,Paid
PAY09513,LOAN20183,01-05-2023,24-04-2023,4367.68,Paid
PAY09514,LOAN20183,01-06-2023,29-05-2023,4367.68,Paid
PAY09515,LOAN20183,01-07-2023,02-07-2023,4367.68,Paid
PAY09516,LOAN20183,01-08-2023,22-07-2023,4367.68,Paid
PAY09517,LOAN20183,01-09-2023,24-08-2023,4367.68,Paid
PAY09518,LOAN20183,01-10-2023,21-09-2023,4367.68,Paid
PAY09519,LOAN20183,01-11-2023,29-10-2023,4367.68,Paid
PAY09520,LOAN20183,01-12-2023,28-11-2023,4367.68,Paid
PAY09521,LOAN20183,01-01-2024,26-12-2023,4367.68,Paid
PAY09522,LOAN20183,01-02-2024,22-01-2024,4367.68,Paid
PAY09523,LOAN20183,01-03-2024,27-02-2024,4367.68,Paid
PAY09524,LOAN20183,01-04-2024,22-03-2024,4367.68,Paid
PAY09525,LOAN20183,01-05-2024,23-04-2024,4367.68,Paid
PAY09526,LOAN20183,01-06-2024,28-05-2024,4367.68,Paid
PAY09527,LOAN20183,01-07-2024,21-06-2024,4367.68,Paid
PAY09528,LOAN20183,01-08-2024,27-07-2024,4367.68,Paid
PAY09529,LOAN20183,01-09-2024,31-08-2024,4367.68,Paid
PAY09530,LOAN20183,01-10-2024,25-09-2024,4367.68,Paid
PAY09531,LOAN20183,01-11-2024,27-10-2024,4367.68,Paid
PAY09532,LOAN20183,01-12-2024,21-11-2024,4367.68,Paid
PAY09533,LOAN20183,01-01-2025,23-12-2024,4367.68,Paid
PAY09534,LOAN20183,01-02-2025,01-02-2025,4367.68,Paid
PAY09535,LOAN20183,01-03-2025,23-02-2025,4367.68,Paid
PAY09536,LOAN20183,01-04-2025,27-03-2025,4367.68,Paid
PAY09537,LOAN20183,01-05-2025,21-04-2025,4367.68,Paid
PAY09538,LOAN20183,01-06-2025,31-05-2025,4367.68,Paid
PAY12189,LOAN20192,01-10-2024,13-10-2024,56972.83253,Partial
PAY12190,LOAN20192,01-11-2024,,0,Skipped
PAY12191,LOAN20192,01-12-2024,03-01-2025,87420.36,Late
PAY12192,LOAN20192,01-01-2025,01-01-2025,87420.36,Bounced
PAY12193,LOAN20192,01-02-2025,,0,Skipped
PAY12194,LOAN20192,01-03-2025,06-03-2025,87420.36,Bounced
PAY12195,LOAN20192,01-04-2025,05-04-2025,87420.36,Bounced
PAY12196,LOAN20192,01-05-2025,01-05-2025,87420.36,Bounced
PAY12197,LOAN20192,01-06-2025,02-08-2025,87420.36,Late
PAY00315,LOAN20193,01-06-2022,,0,Skipped
PAY00316,LOAN20193,01-07-2022,14-07-2022,26797.67906,Partial
PAY00317,LOAN20193,01-08-2022,06-08-2022,52790.37479,Partial
PAY00318,LOAN20193,01-09-2022,05-09-2022,61433.78,Bounced
PAY00319,LOAN20193,01-10-2022,,0,Skipped
PAY00320,LOAN20193,01-11-2022,,0,Skipped
PAY00321,LOAN20193,01-12-2022,,0,Skipped
PAY00322,LOAN20193,01-01-2023,,0,Skipped
PAY00323,LOAN20193,01-02-2023,,0,Skipped
PAY00324,LOAN20193,01-03-2023,08-04-2023,61433.78,Late
PAY00325,LOAN20193,01-04-2023,23-04-2023,61433.78,Late
PAY00326,LOAN20193,01-05-2023,01-05-2023,61433.78,Bounced
PAY00327,LOAN20193,01-06-2023,04-06-2023,43052.51837,Partial
PAY00328,LOAN20193,01-07-2023,07-08-2023,61433.78,Late
PAY00329,LOAN20193,01-08-2023,03-08-2023,61433.78,Bounced
PAY00330,LOAN20193,01-09-2023,13-09-2023,20454.57133,Partial
PAY00331,LOAN20193,01-10-2023,,0,Skipped
PAY00332,LOAN20193,01-11-2023,30-12-2023,61433.78,Late
PAY00333,LOAN20193,01-12-2023,02-01-2024,61433.78,Late
PAY00334,LOAN20193,01-01-2024,07-01-2024,61433.78,Bounced
PAY00335,LOAN20193,01-02-2024,07-02-2024,61433.78,Bounced
PAY00336,LOAN20193,01-03-2024,04-03-2024,61433.78,Bounced
PAY00337,LOAN20193,01-04-2024,05-04-2024,61433.78,Bounced
PAY00338,LOAN20193,01-05-2024,10-05-2024,35969.86684,Partial
PAY00339,LOAN20193,01-06-2024,28-05-2024,61433.78,Paid
PAY00340,LOAN20193,01-07-2024,14-07-2024,52060.39771,Partial
PAY00341,LOAN20193,01-08-2024,15-08-2024,25815.15298,Partial
PAY00342,LOAN20193,01-09-2024,,0,Skipped
PAY00343,LOAN20193,01-10-2024,24-11-2024,61433.78,Late
PAY00344,LOAN20193,01-11-2024,23-12-2024,61433.78,Late
PAY00345,LOAN20193,01-12-2024,01-12-2024,37191.80026,Partial
PAY00346,LOAN20193,01-01-2025,29-03-2025,61433.78,Late
PAY00347,LOAN20193,01-02-2025,02-04-2025,61433.78,Late
PAY00348,LOAN20193,01-03-2025,,0,Skipped
PAY00349,LOAN20193,01-04-2025,10-04-2025,34289.23808,Partial
PAY00350,LOAN20193,01-05-2025,16-06-2025,61433.78,Late
PAY00351,LOAN20193,01-06-2025,,0,Skipped
PAY13571,LOAN20196,01-01-2022,24-12-2021,69117.19,Paid
PAY13572,LOAN20196,01-02-2022,24-01-2022,69117.19,Paid
PAY13573,LOAN20196,01-03-2022,26-02-2022,69117.19,Paid
PAY13574,LOAN20196,01-04-2022,26-03-2022,69117.19,Paid
PAY13575,LOAN20196,01-05-2022,25-04-2022,69117.19,Paid
PAY13576,LOAN20196,01-06-2022,30-05-2022,69117.19,Paid
PAY13577,LOAN20196,01-07-2022,26-06-2022,69117.19,Paid
PAY13578,LOAN20196,01-08-2022,22-07-2022,69117.19,Paid
PAY13579,LOAN20196,01-09-2022,22-08-2022,69117.19,Paid
PAY13580,LOAN20196,01-10-2022,22-09-2022,69117.19,Paid
PAY13581,LOAN20196,01-11-2022,29-10-2022,69117.19,Paid
PAY13582,LOAN20196,01-12-2022,26-11-2022,69117.19,Paid
PAY13583,LOAN20196,01-01-2023,24-12-2022,69117.19,Paid
PAY13584,LOAN20196,01-02-2023,26-01-2023,69117.19,Paid
PAY13585,LOAN20196,01-03-2023,21-02-2023,69117.19,Paid
PAY13586,LOAN20196,01-04-2023,30-03-2023,69117.19,Paid
PAY13587,LOAN20196,01-05-2023,22-04-2023,69117.19,Paid
PAY13588,LOAN20196,01-06-2023,30-05-2023,69117.19,Paid
PAY13589,LOAN20196,01-07-2023,23-06-2023,69117.19,Paid
PAY13590,LOAN20196,01-08-2023,24-07-2023,69117.19,Paid
PAY13591,LOAN20196,01-09-2023,27-08-2023,69117.19,Paid
PAY13592,LOAN20196,01-10-2023,23-09-2023,69117.19,Paid
