LOAN_ID,CUSTOMER_ID,LOAN_AMOUNT,LOAN_TYPE,RATE_OF_INTEREST,EMI,TERM_MONTHS,LOAN_STATUS,ISSUE_DATE
LOAN20296,CUST10516,"11,34,171.00",Business,13,"40,056.03",34,Active,30-06-2024
LOAN20297,CUST10540,"23,02,203.00",Personal,13,"85,518.32",32,Closed,10-09-2021
LOAN20298,CUST10335,"1,77,176.00",Business,13,"5,969.76",36,Active,09-03-2022
LOAN20299,CUST10240,"9,61,872.00",Asset,8,"22,684.94",50,Active,02-12-2021
LOAN20300,CUST10746,"23,37,362.00",Education,12,"79,478.91",35,Closed,24-09-2021
LOAN20301,CUST10975,"17,43,625.00",Education,15,"66,445.90",32,Active,12-07-2024
LOAN20302,CUST10362,"25,07,378.00",Asset,8,"89,797.13",31,Active,29-11-2021
LOAN20303,CUST10292,"15,35,731.00",Asset,8,"33,445.56",55,Active,10-08-2021
LOAN20304,CUST10439,"78,889.00",Asset,9,"1,837.72",52,Active,02-12-2024
LOAN20305,CUST10122,"29,54,751.00",Asset,10,"1,22,661.42",27,Closed,18-01-2025
LOAN20306,CUST10539,"12,47,381.00",Asset,8,"28,464.87",52,Active,30-10-2023
LOAN20307,CUST10337,"17,70,017.00",Business,12,"45,869.53",49,Active,08-03-2023
LOAN20308,CUST10144,"24,34,073.00",Asset,9,"60,572.01",48,Active,05-02-2022
LOAN20309,CUST10377,"9,54,131.00",Business,14,"31,900.11",37,Closed,25-08-2024
LOAN20310,CUST10918,"7,51,818.00",Asset,8,"24,155.14",35,Closed,23-11-2024
LOAN20311,CUST10499,"18,15,455.00",Business,12,"60,299.08",36,Active,08-05-2023
LOAN20312,CUST10759,"24,03,660.00",Education,13,"58,237.56",55,Active,09-03-2023
LOAN20313,CUST10876,"12,69,739.00",Personal,12,"55,702.02",26,Active,13-05-2023
LOAN20314,CUST10340,"26,32,374.00",Personal,15,"68,221.99",53,Closed,08-09-2021
LOAN20315,CUST10562,"15,47,594.00",Education,15,"51,410.81",38,Active,21-12-2023
LOAN20316,CUST10065,"21,48,967.00",Personal,13,"98,585.66",25,Active,23-09-2021
LOAN20317,CUST10151,"6,35,012.00",Business,12,"14,669.77",57,Active,04-12-2021
LOAN20318,CUST10102,"13,53,246.00",Asset,10,"52,722.29",29,Active,08-12-2023
LOAN20319,CUST10654,"21,53,086.00",Personal,15,"61,829.63",46,Active,19-12-2021
LOAN20320,CUST10837,"28,77,495.00",Personal,14,"71,180.80",55,Active,30-06-2021
LOAN20321,CUST10431,"10,82,130.00",Business,12,"35,942.20",36,Closed,05-10-2021
LOAN20322,CUST10205,"3,87,919.00",Asset,10,"11,208.62",41,Active,21-04-2022
LOAN20323,CUST10695,"10,02,656.00",Asset,10,"31,602.76",37,Active,14-04-2022
LOAN20324,CUST10340,"19,15,431.00",Education,12,"57,177.58",41,Active,07-12-2021
LOAN20325,CUST10987,"17,60,165.00",Education,15,"49,749.40",47,Active,08-04-2022
LOAN20326,CUST10219,"5,99,951.00",Personal,15,"15,760.09",52,Active,26-09-2021
LOAN20327,CUST10256,"6,46,939.00",Education,14,"23,159.61",34,Active,22-03-2024
LOAN20328,CUST10237,"29,64,142.00",Education,15,"1,19,094.91",30,Active,30-08-2023
LOAN20329,CUST10217,"13,04,229.00",Personal,13,"46,062.05",34,Active,04-10-2021
LOAN20330,CUST10486,"60,012.00",Personal,15,"2,080.34",36,Active,02-05-2022
LOAN20331,CUST10173,"17,73,430.00",Education,13,"44,157.32",53,Active,17-03-2024
LOAN20332,CUST10824,"2,82,210.00",Asset,10,"7,157.57",48,Active,24-04-2022
LOAN20333,CUST10662,"7,16,705.00",Personal,12,"20,589.05",43,Active,14-01-2022
LOAN20334,CUST10222,"25,46,457.00",Personal,15,"60,580.03",60,Active,14-05-2024
LOAN20335,CUST10257,"20,74,893.00",Asset,8,"48,934.60",50,Active,15-11-2023
LOAN20336,CUST10025,"12,44,909.00",Asset,8,"42,151.35",33,Active,28-05-2024
LOAN20337,CUST10835,"21,78,820.00",Personal,15,"69,551.02",40,Closed,12-10-2021
LOAN20338,CUST10941,"2,44,150.00",Business,15,"11,838.02",24,Active,02-10-2024
LOAN20339,CUST10923,"12,77,581.00",Personal,12,"40,577.88",38,Active,10-06-2024
LOAN20340,CUST10861,"19,46,880.00",Business,14,"45,832.22",59,Active,02-04-2025
LOAN20341,CUST10285,"91,960.00",Business,14,"4,120.87",26,Active,21-04-2022
LOAN20342,CUST10305,"16,77,088.00",Education,13,"41,185.35",54,Active,03-08-2021
LOAN20343,CUST10923,"28,73,114.00",Education,12,"65,523.45",58,Active,11-07-2024
LOAN20344,CUST10005,"8,63,015.00",Asset,8,"25,784.19",38,Active,13-07-2023
LOAN20345,CUST10899,"4,66,395.00",Education,14,"11,390.09",56,Closed,07-01-2025
LOAN20346,CUST10545,"9,47,627.00",Business,14,"28,668.79",42,Active,08-11-2022
LOAN20347,CUST10276,"21,55,516.00",Asset,9,"85,635.88",28,Active,26-01-2025
LOAN20348,CUST10298,"19,98,122.00",Business,14,"73,299.15",33,Active,12-09-2023
LOAN20349,CUST10680,"23,62,960.00",Personal,12,"70,536.77",41,Active,16-04-2022
LOAN20350,CUST10657,"23,34,305.00",Personal,15,"63,067.38",50,Active,12-12-2021
LOAN20351,CUST10187,"18,81,292.00",Business,14,"54,909.21",44,Active,26-10-2024
LOAN20352,CUST10986,"20,43,318.00",Education,12,"55,634.95",46,Active,08-02-2022
LOAN20353,CUST10250,"11,71,975.00",Personal,13,"37,004.63",39,Active,18-12-2024
LOAN20354,CUST10667,"7,11,818.00",Education,15,"18,447.85",53,Active,25-11-2022
LOAN20355,CUST10090,"29,69,824.00",Personal,12,"82,279.11",45,Active,30-03-2025
LOAN20356,CUST10649,"18,82,604.00",Education,13,"52,183.87",46,Active,08-02-2025
LOAN20357,CUST10282,"25,25,534.00",Personal,14,"59,454.53",59,Active,17-06-2022
LOAN20358,CUST10259,"54,879.00",Asset,9,"2,415.58",25,Active,01-12-2023
LOAN20359,CUST10466,"23,50,220.00",Asset,8,"65,702.63",41,Active,23-01-2024
LOAN20360,CUST10926,"8,06,384.00",Personal,12,"32,170.71",29,Active,16-11-2023
LOAN20361,CUST10860,"10,62,752.00",Personal,15,"39,500.22",33,Active,18-05-2023
LOAN20362,CUST10396,"9,21,481.00",Personal,15,"44,679.52",24,Active,29-04-2025
LOAN20363,CUST10540,"21,78,547.00",Asset,9,"49,212.02",54,Active,28-02-2023
LOAN20364,CUST10161,"14,66,409.00",Education,14,"47,015.93",39,Active,22-05-2022
LOAN20365,CUST10621,"21,44,997.00",Education,15,"57,952.72",50,Closed,23-09-2024
LOAN20366,CUST10585,"11,80,483.00",Asset,10,"25,409.91",59,Closed,20-03-2023
LOAN20367,CUST10907,"6,27,152.00",Education,15,"15,449.75",57,Closed,11-05-2022
LOAN20368,CUST10986,"29,53,272.00",Asset,10,"1,02,731.72",33,Active,23-01-2023
LOAN20369,CUST10795,"3,63,079.00",Asset,10,"12,973.14",32,Active,13-09-2023
LOAN20370,CUST10023,"15,75,413.00",Business,12,"39,000.98",52,Active,26-06-2022
LOAN20371,CUST10445,"6,70,848.00",Education,15,"31,410.76",25,Active,29-11-2023
LOAN20372,CUST10588,"27,39,354.00",Asset,9,"1,20,576.76",25,Active,20-11-2023
LOAN20373,CUST10229,"18,34,697.00",Asset,9,"70,630.76",29,Active,15-06-2024
LOAN20374,CUST10003,"21,97,691.00",Personal,13,"53,970.14",54,Active,05-08-2024
LOAN20375,CUST10687,"26,23,554.00",Education,15,"66,248.54",55,Active,23-10-2021
LOAN20376,CUST10891,"89,524.00",Education,12,"3,198.46",33,Closed,10-01-2025
LOAN20377,CUST10490,"2,88,855.00",Personal,13,"6,651.62",59,Active,29-06-2023
LOAN20378,CUST10587,"19,71,125.00",Asset,8,"57,563.83",39,Active,28-11-2023
LOAN20379,CUST10688,"5,24,288.00",Personal,13,"20,001.66",31,Active,20-08-2024
LOAN20380,CUST10449,"7,30,061.00",Personal,12,"25,435.30",34,Active,18-01-2025
LOAN20381,CUST10612,"20,34,843.00",Asset,10,"55,432.21",44,Active,13-12-2022
LOAN20382,CUST10271,"19,79,088.00",Asset,8,"59,128.95",38,Active,24-04-2022
LOAN20383,CUST10970,"9,79,773.00",Personal,15,"29,593.71",43,Active,12-10-2022
LOAN20384,CUST10644,"17,93,604.00",Business,14,"42,731.31",58,Active,08-04-2024
LOAN20385,CUST10675,"3,70,403.00",Business,15,"10,995.63",44,Active,02-10-2022
LOAN20386,CUST10888,"11,19,029.00",Education,15,"42,643.85",32,Active,15-11-2024
LOAN20387,CUST10343,"18,09,652.00",Business,13,"77,663.45",27,Active,30-10-2022
LOAN20388,CUST10983,"22,77,358.00",Asset,9,"58,721.56",46,Active,06-12-2024
LOAN20389,CUST10549,"29,23,533.00",Business,15,"1,01,345.23",36,Active,15-11-2024
LOAN20390,CUST10297,"20,86,045.00",Business,12,"94,720.53",25,Active,14-01-2023
LOAN20391,CUST10351,"12,25,569.00",Business,12,"28,312.56",57,Active,14-06-2023
LOAN20392,CUST10097,"9,74,816.00",Personal,13,"24,978.83",51,Active,06-10-2021
LOAN20393,CUST10207,"3,72,252.00",Personal,15,"16,329.49",27,Active,06-01-2023
LOAN20394,CUST10624,"6,91,277.00",Personal,12,"15,765.07",58,Closed,24-07-2022
LOAN20395,CUST10479,"6,16,726.00",Business,15,"19,686.77",40,Active,14-10-2023
LOAN20396,CUST10336,"11,22,612.00",Asset,8,"26,931.47",49,Active,31-01-2024
LOAN20397,CUST10268,"4,10,448.00",Asset,8,"11,010.31",43,Active,17-05-2024
LOAN20398,CUST10308,"11,01,228.00",Education,12,"35,754.72",37,Active,13-11-2022
LOAN20399,CUST10194,"9,47,571.00",Education,13,"25,420.96",48,Active,16-01-2025
LOAN20400,CUST10244,"11,95,428.00",Personal,13,"49,725.04",28,Active,18-05-2023
LOAN20401,CUST10011,"94,972.00",Asset,8,"2,976.08",36,Active,17-10-2022
LOAN20402,CUST10081,"7,65,287.00",Asset,10,"17,157.49",56,Active,07-05-2023
LOAN20403,CUST10531,"21,36,594.00",Education,13,"98,018.04",25,Active,14-05-2025
LOAN20404,CUST10802,"24,76,505.00",Personal,14,"82,798.69",37,Active,28-02-2023
LOAN20405,CUST10441,"13,32,508.00",Education,15,"43,378.00",39,Active,21-09-2024
LOAN20406,CUST10493,"11,14,322.00",Personal,13,"27,365.14",54,Active,10-02-2025
LOAN20407,CUST10601,"4,23,130.00",Asset,9,"9,150.17",57,Active,28-08-2021
LOAN20408,CUST10589,"75,993.00",Asset,8,"2,984.23",28,Active,15-11-2021
LOAN20409,CUST10885,"19,79,682.00",Personal,14,"69,219.03",35,Active,09-01-2025
LOAN20410,CUST10269,"18,90,353.00",Asset,8,"38,329.54",60,Active,07-09-2023
LOAN20411,CUST10349,"1,86,213.00",Education,15,"4,959.92",51,Closed,03-03-2022
LOAN20412,CUST10810,"22,82,636.00",Business,15,"80,921.99",35,Active,28-08-2024
LOAN20413,CUST10670,"17,70,996.00",Personal,15,"85,869.66",24,Active,27-03-2025
LOAN20414,CUST10211,"29,50,682.00",Education,15,"92,417.23",41,Active,05-10-2024
LOAN20415,CUST10313,"26,10,243.00",Business,13,"1,24,095.71",24,Closed,22-05-2022
LOAN20416,CUST10816,"27,56,577.00",Personal,15,"1,29,069.73",25,Active,16-09-2023
LOAN20417,CUST10682,"14,22,966.00",Personal,14,"65,951.26",25,Active,16-09-2023
LOAN20418,CUST10851,"29,22,041.00",Business,13,"85,367.48",43,Active,15-06-2024
LOAN20419,CUST10403,"3,49,390.00",Business,15,"8,712.87",56,Active,02-07-2024
LOAN20420,CUST10331,"26,15,759.00",Business,14,"93,640.93",34,Closed,13-07-2023
LOAN20421,CUST10107,"28,42,619.00",Personal,13,"72,839.70",51,Active,09-12-2022
LOAN20422,CUST10557,"16,07,950.00",Business,15,"59,764.07",33,Active,21-05-2023
LOAN20423,CUST10746,"7,94,061.00",Business,14,"24,477.88",41,Active,29-01-2025
LOAN20424,CUST10498,"13,62,572.00",Education,14,"48,778.39",34,Closed,17-10-2022
LOAN20425,CUST10459,"27,80,735.00",Business,13,"68,288.34",54,Active,26-02-2023
LOAN20426,CUST10304,"10,61,921.00",Business,15,"30,494.92",46,Active,06-08-2022
LOAN20427,CUST10845,"21,94,381.00",Personal,13,"75,667.17",35,Active,31-03-2022
LOAN20428,CUST10022,"26,16,442.00",Asset,10,"88,688.21",34,Active,17-03-2023
LOAN20429,CUST10786,"11,25,140.00",Education,12,"25,338.37",59,Active,20-02-2025
LOAN20430,CUST10929,"1,51,379.00",Personal,12,"4,706.61",39,Active,01-11-2024
LOAN20431,CUST10001,"3,00,835.00",Personal,13,"6,844.92",60,Active,10-03-2022
LOAN20432,CUST10229,"20,46,440.00",Personal,15,"87,073.22",28,Active,25-09-2024
LOAN20433,CUST10694,"17,96,403.00",Asset,8,"42,366.65",50,Active,30-08-2022
LOAN20434,CUST10031,"6,48,629.00",Personal,14,"27,288.31",28,Active,14-02-2023
LOAN20435,CUST10052,"27,05,311.00",Personal,15,"86,357.35",40,Active,07-05-2023
LOAN20436,CUST10033,"17,80,813.00",Asset,8,"63,776.54",31,Active,22-12-2024
LOAN20437,CUST10113,"2,08,191.00",Business,12,"5,573.50",47,Active,20-07-2023
LOAN20438,CUST10514,"22,86,128.00",Education,13,"66,789.27",43,Active,07-07-2022
LOAN20439,CUST10493,"3,35,810.00",Asset,8,"15,187.78",24,Closed,16-03-2025
LOAN20440,CUST10270,"11,67,943.00",Asset,8,"29,028.04",47,Active,20-05-2022
LOAN20441,CUST10027,"2,26,873.00",Education,14,"5,278.94",60,Active,21-06-2022
LOAN20442,CUST10255,"25,60,646.00",Education,15,"78,737.46",42,Active,31-03-2023
LOAN20443,CUST10362,"17,73,135.00",Education,15,"55,535.71",41,Active,12-11-2022
LOAN20444,CUST10769,"19,65,703.00",Asset,8,"54,953.09",41,Active,06-04-2025
LOAN20445,CUST10270,"22,20,883.00",Business,13,"51,141.51",59,Active,31-07-2021
LOAN20446,CUST10706,"3,96,202.00",Business,15,"14,375.74",34,Closed,10-02-2024
LOAN20447,CUST10503,"1,18,494.00",Asset,10,"4,919.08",27,Active,14-04-2025
LOAN20448,CUST10599,"9,85,532.00",Asset,8,"29,444.61",38,Closed,09-02-2022
LOAN20449,CUST10306,"25,02,841.00",Personal,12,"91,781.40",32,Active,02-10-2024
LOAN20450,CUST10476,"15,58,815.00",Personal,13,"55,053.38",34,Active,29-08-2022
LOAN20451,CUST10304,"24,44,740.00",Asset,9,"56,950.28",52,Active,23-02-2022
LOAN20452,CUST10700,"1,38,282.00",Personal,12,"5,209.88",31,Closed,30-08-2023
LOAN20453,CUST10293,"10,94,659.00",Asset,8,"22,195.74",60,Active,21-04-2022
LOAN20454,CUST10589,"18,28,183.00",Business,12,"48,942.49",47,Active,30-07-2021
LOAN20455,CUST10485,"1,94,370.00",Business,14,"7,716.17",30,Active,22-06-2023
LOAN20456,CUST10688,"1,33,980.00",Business,13,"4,619.93",35,Active,04-02-2023
LOAN20457,CUST10882,"9,33,451.00",Asset,8,"26,663.15",40,Active,22-07-2023
LOAN20458,CUST10204,"8,47,497.00",Business,13,"30,682.68",33,Active,31-12-2024
LOAN20459,CUST10103,"16,96,527.00",Business,15,"46,511.36",49,Active,15-05-2024
LOAN20460,CUST10419,"8,70,759.00",Asset,9,"19,669.90",54,Active,18-12-2023
LOAN20461,CUST10744,"91,109.00",Asset,8,"1,954.85",56,Active,25-12-2021
LOAN20462,CUST10190,"22,64,991.00",Asset,9,"56,364.40",48,Active,20-02-2023
LOAN20463,CUST10812,"5,68,373.00",Business,15,"15,356.09",50,Active,08-02-2025
LOAN20464,CUST10808,"19,88,113.00",Personal,12,"66,033.80",36,Active,22-03-2023
LOAN20465,CUST10103,"3,13,495.00",Asset,10,"12,213.73",29,Closed,20-02-2022
LOAN20466,CUST10371,"27,13,135.00",Asset,9,"64,216.86",51,Active,01-12-2022
LOAN20467,CUST10434,"12,31,493.00",Business,15,"33,272.02",50,Closed,17-10-2021
LOAN20468,CUST10836,"8,29,423.00",Business,15,"25,978.05",41,Active,11-07-2023
LOAN20469,CUST10550,"17,82,382.00",Education,12,"41,722.43",56,Active,17-05-2024
LOAN20470,CUST10778,"13,55,493.00",Business,14,"38,245.67",46,Active,02-10-2024
LOAN20471,CUST10279,"25,92,754.00",Business,15,"89,878.67",36,Active,22-07-2024
LOAN20472,CUST10852,"26,59,000.00",Asset,9,"72,573.10",43,Active,04-05-2022
LOAN20473,CUST10320,"7,36,997.00",Education,14,"19,832.54",49,Closed,16-04-2022
LOAN20474,CUST10608,"19,27,669.00",Education,13,"91,644.90",24,Active,20-02-2025
LOAN20475,CUST10420,"9,47,007.00",Business,15,"30,828.54",39,Active,06-01-2024
LOAN20476,CUST10448,"13,26,242.00",Education,15,"40,058.69",43,Closed,11-10-2024
LOAN20477,CUST10214,"1,55,683.00",Business,15,"5,932.75",32,Active,03-10-2024
LOAN20478,CUST10447,"16,46,792.00",Business,15,"39,177.07",60,Active,24-05-2023
LOAN20479,CUST10078,"19,10,304.00",Personal,13,"52,951.68",46,Active,03-11-2024
LOAN20480,CUST10485,"3,75,099.00",Education,15,"10,949.18",45,Closed,20-03-2024
LOAN20481,CUST10324,"2,68,145.00",Asset,10,"11,131.58",27,Active,03-05-2023
LOAN20482,CUST10369,"29,62,595.00",Asset,8,"1,20,261.52",27,Closed,12-05-2024
LOAN20483,CUST10823,"13,18,167.00",Asset,9,"41,917.36",36,Active,10-01-2022
LOAN20484,CUST10143,"17,26,778.00",Asset,8,"63,697.95",30,Closed,01-03-2023
LOAN20485,CUST10112,"97,299.00",Education,13,"4,463.67",25,Active,03-02-2024
LOAN20486,CUST10444,"21,47,854.00",Business,12,"76,737.32",33,Active,07-12-2022
LOAN20487,CUST10427,"12,62,169.00",Personal,14,"56,559.75",26,Active,25-08-2021
LOAN20488,CUST10342,"19,05,588.00",Education,15,"54,722.29",46,Active,03-05-2023
LOAN20489,CUST10373,"28,71,511.00",Business,15,"74,419.59",53,Active,25-10-2022
LOAN20490,CUST10302,"19,36,413.00",Asset,8,"87,578.72",24,Active,03-08-2022
LOAN20491,CUST10918,"15,15,931.00",Personal,15,"73,502.41",24,Active,11-04-2022
LOAN20492,CUST10152,"22,70,295.00",Asset,10,"52,381.17",54,Active,02-04-2023
LOAN20493,CUST10444,"12,17,738.00",Education,15,"33,385.06",49,Active,13-03-2023
LOAN20494,CUST10774,"18,57,220.00",Business,12,"41,824.96",59,Active,02-02-2023
LOAN20495,CUST10448,"22,50,276.00",Personal,13,"83,589.42",32,Active,15-08-2021
LOAN20496,CUST10686,"28,50,131.00",Asset,9,"92,890.62",35,Active,07-12-2024
LOAN20497,CUST10218,"3,77,748.00",Business,15,"11,026.51",45,Active,21-11-2024
LOAN20498,CUST10096,"8,86,167.00",Business,12,"23,336.18",48,Active,12-06-2023
LOAN20499,CUST10178,"2,19,019.00",Education,15,"7,129.87",39,Closed,26-12-2024
LOAN20500,CUST10792,"9,90,689.00",Personal,14,"25,519.10",52,Active,04-07-2022
LOAN20501,CUST10265,"11,65,526.00",Business,15,"35,204.32",43,Active,03-06-2021
LOAN20502,CUST10859,"7,16,925.00",Asset,8,"14,944.80",58,Active,27-07-2022
LOAN20503,CUST10914,"16,47,196.00",Education,12,"45,635.64",45,Active,13-07-2021
LOAN20504,CUST10385,"2,65,753.00",Education,15,"7,757.36",45,Closed,29-10-2022
LOAN20505,CUST10110,"1,43,188.00",Personal,15,"4,570.76",40,Active,10-03-2023
LOAN20506,CUST10760,"16,17,650.00",Education,13,"63,446.74",30,Active,01-12-2024
LOAN20507,CUST10135,"2,60,648.00",Business,15,"6,581.74",55,Active,06-01-2022
LOAN20508,CUST10031,"3,33,641.00",Education,13,"11,783.35",34,Active,09-11-2022
LOAN20509,CUST10367,"22,34,326.00",Asset,10,"52,322.46",53,Active,15-12-2024
LOAN20510,CUST10817,"9,91,365.00",Business,12,"23,848.85",54,Active,03-12-2022
LOAN20511,CUST10627,"9,36,868.00",Asset,8,"35,636.48",29,Active,31-07-2023
LOAN20512,CUST10050,"16,34,312.00",Business,13,"52,695.71",38,Active,01-12-2021
LOAN20513,CUST10689,"14,58,142.00",Asset,10,"41,289.94",42,Active,27-07-2021
LOAN20514,CUST10707,"14,05,891.00",Education,13,"31,988.34",60,Active,17-06-2021
LOAN20515,CUST10526,"2,45,323.00",Personal,14,"6,068.57",55,Closed,26-11-2021
LOAN20516,CUST10677,"28,43,724.00",Education,14,"1,27,431.69",26,Active,23-02-2023
LOAN20517,CUST10174,"17,51,732.00",Personal,15,"52,001.17",44,Active,09-11-2024
LOAN20518,CUST10764,"24,82,677.00",Asset,9,"58,762.18",51,Active,14-07-2023
LOAN20519,CUST10613,"25,37,445.00",Personal,15,"84,293.49",38,Closed,12-04-2025
LOAN20520,CUST10851,"9,20,573.00",Asset,8,"19,189.98",58,Active,17-03-2023
LOAN20521,CUST10814,"15,76,820.00",Education,14,"37,566.59",58,Active,21-11-2024
LOAN20522,CUST10404,"25,18,729.00",Personal,13,"82,989.08",37,Active,12-09-2023
LOAN20523,CUST10585,"26,21,604.00",Education,15,"77,823.82",44,Closed,19-02-2023
LOAN20524,CUST10202,"18,91,717.00",Business,15,"45,003.82",60,Active,26-06-2024
LOAN20525,CUST10983,"29,19,938.00",Asset,8,"1,11,068.29",29,Active,20-11-2021
LOAN20526,CUST10606,"17,59,809.00",Personal,12,"42,938.56",53,Active,23-09-2023
LOAN20527,CUST10606,"12,40,116.00",Asset,9,"36,792.92",39,Closed,18-11-2022
LOAN20528,CUST10010,"18,46,322.00",Asset,9,"75,794.76",27,Active,14-03-2025
LOAN20529,CUST10178,"28,79,942.00",Personal,15,"1,39,638.73",24,Closed,28-04-2024
LOAN20530,CUST10850,"27,77,504.00",Education,13,"65,566.86",57,Active,11-10-2021
LOAN20531,CUST10066,"7,59,916.00",Personal,15,"35,581.14",25,Active,10-02-2022
LOAN20532,CUST10331,"26,61,638.00",Personal,13,"68,202.22",51,Active,23-06-2023
LOAN20533,CUST10978,"2,01,353.00",Personal,14,"5,046.85",54,Active,28-12-2024
LOAN20534,CUST10449,"19,93,233.00",Business,12,"61,972.79",39,Active,08-12-2024
LOAN20535,CUST10870,"16,40,373.00",Asset,10,"60,263.06",31,Active,01-07-2022
LOAN20536,CUST10867,"29,24,081.00",Business,13,"87,026.77",42,Active,05-10-2021
LOAN20537,CUST10579,"6,55,037.00",Business,12,"14,938.60",58,Active,09-02-2022
LOAN20538,CUST10751,"7,96,547.00",Asset,8,"20,547.26",45,Active,26-12-2024
LOAN20539,CUST10235,"6,49,760.00",Personal,15,"21,584.92",38,Active,13-09-2024
LOAN20540,CUST10101,"21,67,973.00",Business,12,"79,501.49",32,Closed,01-01-2024
LOAN20541,CUST10662,"12,03,975.00",Asset,10,"37,948.15",37,Active,30-09-2021
LOAN20542,CUST10613,"5,21,492.00",Business,14,"19,621.30",32,Closed,20-02-2023
LOAN20543,CUST10590,"23,96,019.00",Asset,10,"62,921.16",46,Active,18-05-2022
LOAN20544,CUST10521,"28,27,674.00",Education,15,"90,263.35",40,Closed,11-02-2022
LOAN20545,CUST10582,"21,70,286.00",Education,13,"49,976.38",59,Active,16-09-2023
LOAN20546,CUST10942,"13,31,000.00",Business,15,"38,221.99",46,Active,02-04-2024
LOAN20547,CUST10951,"29,59,351.00",Business,14,"84,904.10",45,Active,08-06-2021
LOAN20548,CUST10946,"15,93,904.00",Asset,8,"72,087.96",24,Active,02-02-2025
LOAN20549,CUST10980,"24,70,372.00",Personal,12,"61,156.61",52,Active,25-10-2021
LOAN20550,CUST10911,"26,08,170.00",Personal,15,"1,18,116.94",26,Active,08-06-2023
LOAN20551,CUST10212,"21,97,321.00",Education,15,"76,170.85",36,Active,21-03-2025
LOAN20552,CUST10468,"6,14,610.00",Education,15,"14,961.47",58,Active,17-12-2021
LOAN20553,CUST10791,"29,94,088.00",Asset,8,"78,739.94",44,Active,18-05-2022
LOAN20554,CUST10102,"9,11,980.00",Asset,10,"23,949.24",46,Closed,25-10-2021
LOAN20555,CUST10426,"19,51,952.00",Personal,14,"87,470.00",26,Active,01-09-2023
LOAN20556,CUST10012,"14,20,573.00",Education,12,"53,521.13",31,Active,25-09-2024
LOAN20557,CUST10038,"17,52,004.00",Education,12,"55,646.27",38,Active,25-04-2025
LOAN20558,CUST10106,"14,68,397.00",Business,12,"33,487.86",58,Active,02-10-2021
LOAN20559,CUST10185,"7,42,340.00",Education,15,"19,238.87",53,Active,09-08-2022
LOAN20560,CUST10707,"15,04,296.00",Asset,9,"41,057.32",43,Active,18-03-2025
LOAN20561,CUST10732,"13,75,235.00",Personal,13,"35,239.23",51,Active,07-06-2025
LOAN20562,CUST10221,"19,01,625.00",Personal,14,"85,214.77",26,Active,20-04-2023
LOAN20563,CUST10907,"17,85,890.00",Personal,14,"59,708.88",37,Closed,16-02-2024
LOAN20564,CUST10791,"3,07,908.00",Business,13,"8,995.54",43,Active,27-08-2021
LOAN20565,CUST10555,"2,60,070.00",Asset,10,"5,672.84",58,Active,23-01-2024
LOAN20566,CUST10455,"21,66,545.00",Personal,13,"49,295.56",60,Active,20-03-2023
LOAN20567,CUST10681,"15,72,464.00",Asset,9,"48,826.30",37,Active,25-11-2024
LOAN20568,CUST10621,"16,73,463.00",Business,14,"62,964.56",32,Active,06-04-2023
LOAN20569,CUST10438,"4,58,637.00",Education,15,"15,558.21",37,Active,27-08-2021
LOAN20570,CUST10469,"4,76,914.00",Business,12,"11,017.46",57,Active,08-01-2023
LOAN20571,CUST10659,"13,99,576.00",Personal,12,"41,778.78",41,Active,25-02-2024
LOAN20572,CUST10142,"28,28,508.00",Business,13,"93,195.93",37,Active,27-11-2022
LOAN20573,CUST10832,"5,07,050.00",Business,12,"14,566.21",43,Active,09-11-2021
LOAN20574,CUST10422,"27,06,059.00",Education,13,"67,379.21",53,Active,05-04-2022
LOAN20575,CUST10585,"26,37,185.00",Asset,8,"97,281.33",30,Active,19-08-2022
LOAN20576,CUST10968,"4,24,078.00",Asset,8,"18,472.31",25,Closed,28-09-2022
LOAN20577,CUST10406,"6,00,408.00",Asset,8,"12,342.08",59,Active,16-12-2022
LOAN20578,CUST10624,"16,58,432.00",Education,13,"38,661.08",58,Active,20-01-2024
LOAN20579,CUST10495,"10,30,865.00",Education,14,"39,820.29",31,Active,19-08-2024
LOAN20580,CUST10906,"11,73,777.00",Business,15,"36,092.54",42,Active,13-01-2025
LOAN20581,CUST10143,"25,62,873.00",Education,14,"1,18,783.38",25,Active,02-08-2021
LOAN20582,CUST10762,"17,07,480.00",Asset,9,"42,490.71",48,Active,02-09-2022
LOAN20583,CUST10962,"2,41,993.00",Asset,10,"5,666.89",53,Closed,29-04-2022
LOAN20584,CUST10688,"14,36,387.00",Education,15,"56,176.26",31,Active,08-08-2023
LOAN20585,CUST10604,"8,94,217.00",Personal,14,"32,803.48",33,Active,28-08-2022
LOAN20586,CUST10535,"7,57,765.00",Education,12,"25,766.80",35,Active,24-03-2022
LOAN20587,CUST10893,"19,04,344.00",Asset,8,"44,912.35",50,Active,25-08-2024
LOAN20588,CUST10801,"9,46,563.00",Business,13,"39,373.25",28,Active,29-01-2025
LOAN20589,CUST10781,"22,64,459.00",Education,13,"64,974.66",44,Active,24-11-2021
LOAN20590,CUST10444,"18,48,688.00",Personal,14,"73,389.89",30,Active,18-07-2022
LOAN20591,CUST10965,"8,37,980.00",Business,15,"24,460.74",45,Active,06-02-2023
LOAN20592,CUST10800,"11,77,620.00",Personal,14,"28,401.23",57,Closed,27-12-2023
